country,country_code,year,electricity_access,forest_area,gdp_per_capita,internet_users,life_expectancy,population,secondary_school_enrollment,unemployment
Afghanistan,AFG,2000,4.4,1.85278199408184,174.930991430166,,55.005,20130327.0,,7.897
Afghanistan,AFG,2001,9.3,1.85278199408184,138.706821676113,0.0047225682421736,55.511,20284307.0,14.0404100418091,7.973
Afghanistan,AFG,2002,14.1,1.85278199408184,178.954088379235,0.0045613951702214,56.225,21378117.0,,7.867
Afghanistan,AFG,2003,19.0,1.85278199408184,198.871115728727,0.0878912528559713,57.171,22733049.0,13.959529876709,7.844
Afghanistan,AFG,2004,23.8,1.85278199408184,221.763653873013,0.105809030021958,57.81,23560654.0,19.2143802642822,7.794
Afghanistan,AFG,2005,28.7,1.85278199408184,254.184249149336,1.22414808372471,58.247,24404567.0,20.2735099792481,7.878
Afghanistan,AFG,2006,33.5,1.85278199408184,274.218553561575,2.10712364546412,58.553,25424094.0,29.523889541626,7.897
Afghanistan,AFG,2007,38.4,1.85278199408184,376.223152003876,1.899999976,58.956,25909852.0,28.8154907226562,7.841
Afghanistan,AFG,2008,42.4,1.85278199408184,381.73323802844,1.84,59.708,26482622.0,38.930850982666,7.879
Afghanistan,AFG,2017,97.7,1.85278199408184,525.469770891619,13.5,62.406,35688935.0,55.5364303588867,11.184
Afghanistan,AFG,2018,93.4,1.85278199408184,491.337221382603,16.79999924,62.443,36743039.0,57.3578491210938,11.192
Afghanistan,AFG,2019,97.7,1.85278199408184,496.6025042585,17.60000038,62.941,37856121.0,,11.187
Afghanistan,AFG,2020,97.7,1.85278199408184,510.787063366811,17.04850006,61.454,39068979.0,,11.71
Afghanistan,AFG,2021,97.7,1.85278199408184,356.496214115892,16.51429939,60.417,40000412.0,,12.006
Afghanistan,AFG,2022,85.3,1.85278199408184,357.261152798144,15.86629963,65.617,40578842.0,,14.1
Afghanistan,AFG,2023,85.3,1.85278199408184,413.757894705303,15.92840004,66.035,41454761.0,59.6136016845703,14.008
Afghanistan,AFG,2024,87.8,,416.871146273728,16.09499931,66.289,42647492.0,,13.687
Africa Eastern and Southern,AFE,2000,19.9172563342889,39.1047528492012,706.728440776917,,52.5573418626777,406156661.0,27.7371292114258,7.66876829683373
Africa Eastern and Southern,AFE,2001,19.9442774203583,38.9039800957902,625.82886019759,,52.8755360536287,416807868.0,28.7891101837158,7.55388452430262
Africa Eastern and Southern,AFE,2002,21.5486466155625,38.7032073423792,630.513380226995,,53.2067443343026,427820358.0,29.4754505157471,7.51149338877195
Africa Eastern and Southern,AFE,2003,22.4932167182052,38.5024345889681,815.433657549659,,53.6783047685822,439173286.0,30.0984306335449,7.4720424200925
Africa Eastern and Southern,AFE,2004,23.724454932615,37.8406467655959,989.017114690163,,54.1929278660434,450928044.0,31.5510196685791,7.27852246959678
Africa Eastern and Southern,AFE,2005,23.449539355606,37.6421527632078,1126.29920363201,1.8,54.8076807136336,463076637.0,32.5553398132324,7.10041371887931
Africa Eastern and Southern,AFE,2006,25.1724823105969,37.4438212701902,1235.17087902029,1.9,55.6935152578453,475606210.0,34.0642395019531,7.03560059961336
Africa Eastern and Southern,AFE,2007,26.7951445862147,37.2453251750786,1381.4452514345,2.7,56.4843531784534,488580707.0,35.4449501037598,6.98058891496815
Africa Eastern and Southern,AFE,2008,25.9088451344457,37.047084435571,1447.42777531825,3.0,57.2401063228798,502070763.0,36.8555488586426,6.95926232871186
Africa Eastern and Southern,AFE,2017,40.2237441730368,30.8121364706399,1529.92307995549,17.3,62.5912750961501,640058741.0,43.2540893554688,7.21491501896869
Africa Eastern and Southern,AFE,2018,43.0350733507835,30.5953957800711,1553.61794421394,19.6,63.3306913582336,657801085.0,43.5594100952148,7.24484282680541
Africa Eastern and Southern,AFE,2019,44.3908605333639,30.3716622472291,1508.0315245887,21.6,63.8572612837043,675950189.0,44.1287307739258,7.45910636823544
Africa Eastern and Southern,AFE,2020,46.2823709455637,30.1504301154515,1351.50316694933,23.5,63.7664840026943,694446100.0,44.682559967041,7.97430164130982
Africa Eastern and Southern,AFE,2021,48.1272110400485,29.9313691395649,1560.89462580275,25.0,62.9799991857494,713090928.0,45.1505317687988,8.40741154700022
Africa Eastern and Southern,AFE,2022,48.7420429375177,29.7135358188964,1675.90252377611,26.8,64.4871517904367,731821393.0,45.2816200256348,7.86947018999245
Africa Eastern and Southern,AFE,2023,50.6675157944854,29.4950560821563,1571.13270407815,27.8,65.1462279163724,750491370.0,45.1553916931152,7.67654773372157
Africa Eastern and Southern,AFE,2024,52.5981705163589,,1628.22728900442,28.8,65.3499304660954,769280888.0,45.6060791015625,7.57169749274654
Africa Western and Central,AFW,2000,34.2688374610643,21.5952835465819,519.642599510731,,50.292605166594,274612131.0,22.3391399383545,4.53131047835059
Africa Western and Central,AFW,2001,35.3443670614079,21.5031563447265,533.677179675639,,50.6726047685125,282407479.0,23.9813995361328,4.46563029423928
Africa Western and Central,AFW,2002,35.8286077252919,21.411029142871,620.160708220684,,51.1030145641167,290455651.0,25.3692607879639,4.27392083907488
Africa Western and Central,AFW,2003,39.9830906630448,21.3189019410156,698.41059773746,,51.5733887376781,298744790.0,27.1360893249512,4.1682062921006
Africa Western and Central,AFW,2004,37.6119675415355,21.2267747391601,839.345851531298,,52.1016113772048,307309912.0,28.7706794738769,4.08698904128015
Africa Western and Central,AFW,2005,37.9445063873223,21.1346475373047,1001.134464675,2.3,52.5514240106227,316156999.0,29.5611190795898,4.09641162927698
Africa Western and Central,AFW,2006,39.969425653794,21.0425203354492,1236.31604057497,3.4,52.9746257663093,325222154.0,29.8653297424316,3.96900207619704
Africa Western and Central,AFW,2007,40.8791483784919,20.9503931335938,1407.72881703262,4.3,53.4788420646953,334544275.0,30.1015605926514,3.94820495192994
Africa Western and Central,AFW,2008,41.8786697808203,20.8582659317383,1668.61565308526,5.0,53.9130304683259,344153435.0,32.6177215576172,3.96808904592347
Africa Western and Central,AFW,2017,48.902227563243,20.0713271823989,1577.20349674013,23.8,56.6207642286762,440150152.0,42.4331703186035,4.28464574730964
Africa Western and Central,AFW,2018,51.3381985112771,19.9860995956125,1723.11446346681,25.7,57.0307711269764,451395343.0,42.7145614624023,4.33609979249296
Africa Western and Central,AFW,2019,51.2893740480215,19.9012301104615,2219.41255534667,28.5,57.1428268060515,462522286.0,43.9062690734863,4.39390284484525
Africa Western and Central,AFW,2020,51.8518662109613,19.8167839774834,2034.43793971923,31.5,57.3577091392887,473687685.0,44.7343406677246,4.7993062016358
Africa Western and Central,AFW,2021,54.3660120999023,19.7320365324224,2116.9382941844,34.7,57.3550150454372,484978794.0,45.5674285888672,4.67076109003218
Africa Western and Central,AFW,2022,55.5855936928306,19.6474877713602,2143.07209365676,37.5,57.9789954665232,496366058.0,45.6372985839844,3.59653801462938
Africa Western and Central,AFW,2023,57.0647374680747,19.5628109394299,1846.24681069313,38.5,58.8474833840405,508318102.0,46.4422416687012,3.20335496340002
Africa Western and Central,AFW,2024,58.8221662248088,,1416.22841156776,40.0,59.041538008007,520655398.0,46.3004913330078,3.17491538811068
Albania,ALB,2000,99.4,28.0766423357664,1160.42047054038,0.114097346552109,74.826,3089027.0,70.3186492919922,19.023
Albania,ALB,2001,99.4,28.1232481751825,1326.41652388077,0.325798377067964,75.083,3060173.0,72.4845733642578,18.57
Albania,ALB,2002,99.4,28.1698540145985,1479.83884572006,0.39008127343332,75.299,3051010.0,74.5389175415039,17.891
Albania,ALB,2003,99.4,28.2164598540146,1908.69900687608,0.971900415195857,75.557,3039616.0,77.751823425293,16.985
Albania,ALB,2004,99.4,28.2630656934307,2446.90949947798,2.42038779776014,75.951,3026939.0,78.9801864624023,16.306
Albania,ALB,2005,99.4,28.3096715328467,2741.72136549578,6.04389086404814,76.427,3011487.0,82.9714279174805,15.966
Albania,ALB,2006,99.4,28.3562773722628,3057.77257038113,9.609999657,76.994,2992547.0,84.3257675170898,15.626
Albania,ALB,2007,99.4,28.4028832116788,3743.05529896187,15.03610039,77.691,2970017.0,86.2188568115234,15.966
Albania,ALB,2008,100.0,28.4494890510949,4498.50486763601,23.86,78.248,2947314.0,87.8338394165039,13.06
Albania,ALB,2017,99.9,28.7920620437956,5006.36012951959,62.40000153,78.9,2648285.0,97.5743697537481,13.616
Albania,ALB,2018,100.0,28.7919708029197,5897.65452588774,65.40000153,79.238,2607733.0,98.822387862215,12.304
Albania,ALB,2019,100.0,28.7919708029197,6069.43903131027,68.5503911218006,79.467,2567801.0,99.01515356567,11.466
Albania,ALB,2020,100.0,28.7919708029197,6027.91350716348,72.23767711,77.824,2528480.0,95.9294474518951,11.639
Albania,ALB,2021,100.0,28.7919708029197,7242.45513146613,79.32371752,76.844,2489762.0,97.665033031442,11.474
Albania,ALB,2022,100.0,28.7919708029197,7756.96188744253,82.61367544,78.769,2451636.0,97.3224714726407,10.785
Albania,ALB,2023,100.0,28.7919708029197,9740.7023414631,83.13559161,79.602,2411658.0,96.1368771236947,10.669
Albania,ALB,2024,100.0,,11374.0085781236,85.86389923,79.776,2377128.0,108.355392456055,10.689
Algeria,DZA,2000,98.6,0.662960692602887,1772.92869122761,0.491705679141589,70.576,30903893.0,64.5954208374023,29.77
Algeria,DZA,2001,98.6,0.677193984230017,1896.30020878013,0.646114016703792,71.025,31331221.0,68.763298034668,27.3
Algeria,DZA,2002,98.6,0.691427275857146,1937.46411413019,1.59164126035832,71.644,31750835.0,72.5830688476562,25.9
Algeria,DZA,2003,98.6,0.705660567484276,2283.77299346126,2.19535973086144,71.906,32175818.0,75.4358673095703,23.72
Algeria,DZA,2004,98.6,0.719893859111406,2816.99384960555,4.63447508776537,72.536,32628286.0,79.6298599243164,17.65
Algeria,DZA,2005,98.6,0.734127150738536,3233.13339634212,5.843900204,72.836,33109249.0,81.8563690185547,15.27
Algeria,DZA,2006,98.7,0.748360442365665,3660.66104745322,7.37598495634886,73.116,33623506.0,83.4811935424805,12.27
Algeria,DZA,2007,98.7,0.762593733992795,4167.45169937531,9.45119062555304,73.346,34189416.0,73.517822265625,13.79
Algeria,DZA,2008,99.3,0.776827025619925,5180.91881514686,10.18,73.618,34816961.0,80.2311401367188,11.33
Algeria,DZA,2017,99.5,0.815789794104397,4554.66753957828,47.69110107,75.431,41689299.0,,12.0
Algeria,DZA,2018,99.6,0.810331601966797,4577.21029180491,49.0384680793271,75.555,42505035.0,,12.112
Algeria,DZA,2019,99.5,0.814110692183026,4468.45341883656,55.79069901,75.682,43294546.0,,12.302
Algeria,DZA,2020,99.7,0.818309303282474,3743.5419522929,63.47269821,73.257,44042091.0,,14.08
Algeria,DZA,2021,99.8,0.822088053271978,4160.55926736925,72.21240234,75.208,44761099.0,,13.656
Algeria,DZA,2022,100.0,0.826286664371426,4960.30334332888,74.78150177,76.129,45477389.0,104.550270080566,12.382
Algeria,DZA,2023,100.0,0.830314224054683,5370.477235078,76.19760132,76.261,46164219.0,101.264892578125,11.645
Algeria,DZA,2024,100.0,,5752.99076651465,77.4178009,76.475,46814308.0,105.164131811213,11.655
American Samoa,ASM,2000,,88.65,,,71.443,56855.0,,
American Samoa,ASM,2001,,88.5,,,71.573,57053.0,,
American Samoa,ASM,2002,,88.35,8972.69636535698,,71.755,57062.0,,
American Samoa,ASM,2003,,88.2,9197.66196836987,,71.698,56971.0,,
American Samoa,ASM,2004,,88.05,8958.42866697173,,72.277,56818.0,,
American Samoa,ASM,2005,,87.9,8831.26975996609,,72.382,56617.0,,
American Samoa,ASM,2006,,87.75,8745.16621137404,,72.397,56374.0,,
American Samoa,ASM,2007,,87.6,9231.37240924563,,72.365,56113.0,,
American Samoa,ASM,2008,,87.45,10030.8089130902,,72.43,55828.0,,
American Samoa,ASM,2017,,86.1,11863.6839452565,,72.801,51586.0,,
American Samoa,ASM,2018,,85.95,12552.0546868861,,72.794,50908.0,,
American Samoa,ASM,2019,,85.8,12886.1359517218,,72.751,50209.0,,
American Samoa,ASM,2020,,85.65,14489.2586563775,,72.672,49761.0,,
American Samoa,ASM,2021,,85.5,15236.1604875571,,72.708,49225.0,,
American Samoa,ASM,2022,,85.35,18017.4589383973,,72.752,48342.0,,
American Samoa,ASM,2023,,85.2,,,72.852,47521.0,,
American Samoa,ASM,2024,,,,,72.992,46765.0,,
Andorra,AND,2000,100.0,34.0425531914894,21810.2487426174,10.53883560922,81.863,65685.0,,
Andorra,AND,2001,100.0,34.0425531914894,23511.2951466328,,82.162,65852.0,,
Andorra,AND,2002,100.0,34.0425531914894,26528.1301571494,11.2604687170103,82.448,66506.0,82.2911224365234,
Andorra,AND,2003,100.0,34.0425531914894,34063.5784040571,13.546412876439,82.718,69486.0,82.7032623291016,
Andorra,AND,2004,100.0,34.0425531914894,39021.1278078772,26.8379543894637,82.815,74325.0,79.4815368652344,
Andorra,AND,2005,100.0,34.0425531914894,40829.801878928,37.6057662174867,83.086,77421.0,85.7897186279297,
Andorra,AND,2006,100.0,34.0425531914894,43467.210990395,48.9368469989479,83.374,79585.0,85.0033187866211,
Andorra,AND,2007,100.0,34.0425531914894,48336.2283340364,70.87,83.632,81877.0,82.4481887817383,
Andorra,AND,2008,100.0,34.0425531914894,49132.5157047203,70.04,83.855,83495.0,82.1809616088867,
Andorra,AND,2017,100.0,34.0425531914894,40672.9943362327,91.5674670273926,84.359,73763.0,95.1090393066406,
Andorra,AND,2018,100.0,34.0425531914894,42819.774579353,93.5,84.242,75162.0,95.9804306030273,
Andorra,AND,2019,100.0,34.0425531914894,41257.8045861543,90.71869659,84.098,76474.0,96.2081298828125,
Andorra,AND,2020,100.0,34.0425531914894,37361.090067211,93.20570374,79.418,77380.0,97.1500396728516,
Andorra,AND,2021,100.0,34.0425531914894,42425.6996761083,93.89749908,82.331,78364.0,98.0404205322266,
Andorra,AND,2022,100.0,34.0425531914894,42414.0590111349,94.05169678,84.016,79705.0,98.5098724365234,
Andorra,AND,2023,100.0,34.0425531914894,46812.448450114,94.21499634,84.041,80856.0,99.5086517333984,
Andorra,AND,2024,100.0,,49357.437070178,94.39759827,84.188,81938.0,101.923820495605,
Angola,AGO,2000,24.2,62.3314430095452,563.733795571487,0.105045562462262,46.501,16194869.0,13.3690700531006,16.646
Angola,AGO,2001,20.0,61.8862188176787,533.586202412447,0.136013867429868,47.032,16747208.0,15.0013399124146,16.668
Angola,AGO,2002,26.3,61.4409946258121,999.065855956628,0.270376745595134,47.874,17327699.0,16.1495990753174,16.432
Angola,AGO,2003,27.4,60.9957704339456,1133.66331960414,0.370682065225727,50.218,17943712.0,,16.445
Angola,AGO,2004,28.4,60.5505462420791,1451.47117870872,0.464814617985909,51.123,18600423.0,,16.313
Angola,AGO,2005,29.4,60.1053220502126,2145.88621098663,1.143399954,52.13,19291161.0,,16.295
Angola,AGO,2006,30.5,59.660097858346,2930.44428606516,1.5,52.965,20015279.0,,16.123
Angola,AGO,2007,37.5,59.2148736664795,3515.05678985496,1.700000048,54.2,20778561.0,,16.066
Angola,AGO,2008,38.5,58.769649474613,4578.15526451058,1.899999976,55.281,21578655.0,22.7990207672119,16.152
Angola,AGO,2017,42.9,54.7626293414615,2832.14997950512,26.0,62.122,30234839.0,,16.617
Angola,AGO,2018,45.3,54.3174059517125,2891.83032378747,29.0,62.622,31297155.0,,16.602
Angola,AGO,2019,45.6,53.8721745407877,2507.86807213642,32.12939835,63.051,32375632.0,,16.497
Angola,AGO,2020,47.0,53.4269511510388,1749.1794838482,33.32089996,63.116,33451132.0,,16.696
Angola,AGO,2021,48.2,52.9817223871019,2266.96834861584,34.55649948,62.958,34532429.0,53.1351542727131,15.799
Angola,AGO,2022,48.5,52.5364972326943,3598.53669077341,35.83800125,64.246,35635029.0,,14.124
Angola,AGO,2023,51.1,52.0912696719339,2885.51349130806,37.88589859,64.617,36749906.0,51.4839046246776,14.051
Angola,AGO,2024,55.5,,2720.81900669715,40.70479965,64.805,37885849.0,,14.02
Antigua and Barbuda,ATG,2000,97.7,21.4772727272727,12027.4949768222,6.48222573702907,74.819,74912.0,80.2067489624023,
Antigua and Barbuda,ATG,2001,97.7,21.325,11539.1825063308,8.89928551450583,75.108,76069.0,,
Antigua and Barbuda,ATG,2002,100.0,21.1727272727273,11658.6949915956,12.5,75.237,77032.0,,
Antigua and Barbuda,ATG,2003,97.9,21.0204545454545,12173.2319860305,17.2286487816884,75.313,77884.0,,
Antigua and Barbuda,ATG,2004,97.9,20.8681818181818,13037.8895772257,24.2665437161785,75.329,78719.0,,
Antigua and Barbuda,ATG,2005,92.2,20.7159090909091,14368.5708796058,27.0,75.364,79611.0,,
Antigua and Barbuda,ATG,2006,100.0,20.5636363636364,16173.8136329968,30.0,75.506,80604.0,,
Antigua and Barbuda,ATG,2007,100.0,20.4113636363636,18204.5124043068,34.0,75.72,81704.0,112.227951049805,
Antigua and Barbuda,ATG,2008,100.0,20.2590909090909,18786.6743142216,38.0,76.075,82912.0,122.261581420898,
Antigua and Barbuda,ATG,2017,100.0,18.9090909090909,16965.7288273816,70.54419708,77.03,90468.0,117.209930419922,
Antigua and Barbuda,ATG,2018,100.0,18.75,18273.4270684912,70.81790161,77.132,90926.0,121.685249328613,
Antigua and Barbuda,ATG,2019,100.0,18.5909090909091,18896.3721832248,71.09259796,77.168,91364.0,,
Antigua and Barbuda,ATG,2020,100.0,18.4545454545455,15369.6082250401,71.36840057,77.161,91846.0,,
Antigua and Barbuda,ATG,2021,100.0,18.3029545454545,17348.6006987182,71.64530182,77.197,92349.0,,
Antigua and Barbuda,ATG,2022,100.0,18.1615909090909,20003.3909394099,71.9233017,77.483,92840.0,107.799908772997,
Antigua and Barbuda,ATG,2023,100.0,18.0134090909091,22012.2625947994,72.12409973,77.598,93316.0,108.880778588808,
Antigua and Barbuda,ATG,2024,100.0,,23059.8330702839,72.73040009,77.766,93772.0,,
Arab World,ARB,2000,80.4586672566828,1.72240922488866,2664.12544702947,,66.8906998949344,286548096.0,59.2162818908691,12.6227231888262
Arab World,ARB,2001,81.3547942659304,1.72047979289802,2536.15266480025,,67.2406170439926,293580252.0,60.4908599853516,12.49820212983
Arab World,ARB,2002,81.323622346782,1.71855036090738,2483.50270297478,,67.5806302791343,300691509.0,61.2261085510254,12.5062276655765
Arab World,ARB,2003,82.3422219013586,1.71664843090733,2696.67250919404,,67.6503349498777,307815105.0,62.7699584960938,12.4496966444039
Arab World,ARB,2004,82.2795249538868,1.71472049420213,3133.70136960221,,67.7331029040443,315060277.0,64.0756912231445,11.4271164700074
Arab World,ARB,2005,83.07676744851,1.71278950510318,3750.69817199291,,68.0405024136348,322628451.0,63.4458312988281,11.2344112966755
Arab World,ARB,2006,85.2843937164942,1.71085090568476,4355.05761532494,,68.4912652387812,330526310.0,63.5213584899902,10.5176425576734
Arab World,ARB,2007,83.6267638046023,1.70891841103747,4940.70153714799,,68.8792264386993,338947976.0,62.4767303466797,10.1456780757217
Arab World,ARB,2008,83.2755641606337,1.70698744257072,6100.53937632387,,69.2581327561764,347684619.0,62.5955390930176,9.87515901443002
Arab World,ARB,2017,90.3510669396465,2.86394290918001,6105.92161804571,,71.1128560080647,428315886.0,66.9350433349609,11.1152019032057
Arab World,ARB,2018,88.6898406472267,2.84443039242388,6708.53121256784,,71.4312997859137,435998060.0,67.0554885864258,10.6546406452031
Arab World,ARB,2019,89.9289963083413,2.82664270837587,6683.67016877686,,71.8398932674972,444281315.0,67.3800735473633,10.2137182910936
Arab World,ARB,2020,90.2417769685806,2.80892939609406,5749.75163256627,,70.7265588103862,453723239.0,67.2821731567383,11.2951503646669
Arab World,ARB,2021,90.4340947732985,2.79106542010418,6708.20761928893,,70.4041144889903,460646603.0,68.0012435913086,10.8627489086684
Arab World,ARB,2022,90.6545179070033,2.77334810878314,7960.81158770821,,71.8760955992222,471352066.0,69.4561386108398,9.74413095599936
Arab World,ARB,2023,91.6454299444509,2.75561651134264,7504.35637695627,,72.4446783578531,482105978.0,68.6525421142578,9.31338863204988
Arab World,ARB,2024,92.1659179921314,,7602.41115691284,,72.721805028968,492612632.0,68.8945465087891,9.26592419265215
Argentina,ARG,2000,95.7,12.1964855354461,7637.01489203628,7.0386830862178,73.91,37213984.0,96.2141189575195,15.0
Argentina,ARG,2001,95.5,12.0808714176615,7141.47507662826,9.78080728532407,74.154,37624825.0,97.6240463256836,17.32
Argentina,ARG,2002,96.1,11.9652572998769,2569.69963519124,10.8821243775325,74.312,38029349.0,96.9965667724609,19.59
Argentina,ARG,2003,96.3,11.8496431820922,3320.47775133903,11.9136965509954,74.307,38424282.0,96.0464477539062,15.36
Argentina,ARG,2004,96.5,11.7340290643076,4242.02099089422,16.0366841054923,74.871,38815916.0,95.4575576782227,13.522
Argentina,ARG,2005,96.7,11.618414946523,5067.65342293276,17.7205833696065,75.231,39216789.0,93.6376724243164,11.506
Argentina,ARG,2006,97.0,11.5028008287384,5869.38028970204,20.9272021035896,75.279,39622115.0,92.4075775146484,10.078
Argentina,ARG,2007,97.2,11.3871867109537,7185.25155147027,25.9466329403819,74.783,40016763.0,92.1874084472656,8.47
Argentina,ARG,2008,97.5,11.2715725931691,8944.1102657357,28.1126234799907,75.428,40424148.0,93.183219909668,7.837
Argentina,ARG,2017,100.0,10.5598368832422,14532.5009308511,74.2949068657957,76.543,44288894.0,110.377799987793,8.347
Argentina,ARG,2018,100.0,10.5203731515078,11752.7998922979,77.7,76.77,44654882.0,109.671241760254,9.22
Argentina,ARG,2019,100.0,10.4801786099266,9955.97478680428,79.9469520347551,76.847,44973465.0,110.460151672363,9.843
Argentina,ARG,2020,100.0,10.4407148781923,8535.59938004389,85.51438646,75.878,45191965.0,112.376731872559,11.461
Argentina,ARG,2021,100.0,10.4008857415345,10738.0179223384,87.15070683,73.948,45312281.0,115.735778808594,8.736
Argentina,ARG,2022,100.0,10.3610566048767,13962.1894087223,88.37535691,75.806,45407904.0,114.14811706543,6.805
Argentina,ARG,2023,100.0,10.3212951412107,14261.8465667948,89.22897166,77.395,45538401.0,105.574584297051,6.139
Argentina,ARG,2024,98.4,,13969.7836603737,89.66715228,77.543,45696159.0,,7.15
Armenia,ARM,2000,98.9,11.6838777660695,593.450581742282,1.30047002237784,72.8804878048781,3221100.0,86.0512008666992,11.107
Armenia,ARM,2001,100.0,11.6765718299965,659.588988535629,1.63109466677715,72.9756097560976,3211800.0,86.7833099365234,11.012
Armenia,ARM,2002,98.0,11.6692658939234,742.651118319819,1.9604050458212,72.8268292682927,3199800.0,,10.888
Armenia,ARM,2003,99.1,11.6619599578504,882.030167695474,4.57521722477781,72.8268292682927,3182500.0,,10.769
Armenia,ARM,2004,99.1,11.6546540217773,1130.08791444158,4.8990085713054,73.0268292682927,3164900.0,88.6511611938477,10.676
Armenia,ARM,2005,99.8,11.6473480857042,1557.48458908655,5.252999783,73.0756097560976,3146400.0,92.0563430786133,10.584
Armenia,ARM,2006,99.1,11.6400421496312,2041.65267068997,5.631800175,72.8243902439025,3127100.0,95.2676467895508,10.497
Armenia,ARM,2007,99.2,11.6327362135581,2962.70234594569,6.021299839,72.8731707317073,3107400.0,96.8182601928711,10.394
Armenia,ARM,2008,99.2,11.6254302774851,3777.66859313767,6.21,73.0731707317073,3087100.0,96.5329437255859,17.1
Armenia,ARM,2017,99.7,11.5595363540569,3869.05373867752,64.7448843250726,75.2170731707317,2979400.0,,17.704
Armenia,ARM,2018,99.9,11.5521601685985,4196.00562301769,68.2450522610271,75.619512195122,2969000.0,83.0249410833595,18.966
Armenia,ARM,2019,100.0,11.5447839831401,4597.22887399548,66.5439496866159,76.2219512195122,2962500.0,86.8260633029699,18.304
Armenia,ARM,2020,100.0,11.6489422255448,4268.68093304583,76.50770055,73.3756097560976,2961500.0,88.5080298201293,18.175
Armenia,ARM,2021,100.0,11.641626848728,4685.17997128509,78.61225758,72.2780487804878,2962300.0,91.4853735120921,15.469
Armenia,ARM,2022,100.0,11.6336717932132,6571.97445545099,77.02767465,74.7658536585366,2969200.0,91.7106609922965,13.451
Armenia,ARM,2023,100.0,11.6183158247114,8159.08720967996,79.99663036,77.4658536585366,2964300.0,89.4111027634947,12.405
Armenia,ARM,2024,100.0,,8556.21406956719,81.33930206,78.319512195122,3033500.0,90.9458714101262,12.405
Aruba,ABW,2000,91.7,2.33333333333333,20681.0230269625,15.4428229480349,72.939,90588.0,91.5802001953125,
Aruba,ABW,2001,100.0,2.33333333333333,20740.1325828172,17.1,73.044,91439.0,97.5565338134766,
Aruba,ABW,2002,100.0,2.33333333333333,21307.2482505267,18.8,73.135,92074.0,100.163063049316,
Aruba,ABW,2003,100.0,2.33333333333333,21949.4859960868,20.8,73.236,93128.0,101.929069519043,
Aruba,ABW,2004,100.0,2.33333333333333,23700.6319899197,23.0,73.223,95138.0,100.940940856934,
Aruba,ABW,2005,100.0,2.33333333333333,24171.8371325422,25.4,73.415,97635.0,99.2053527832031,
Aruba,ABW,2006,100.0,2.33333333333333,24845.65848362,28.0,73.498,99405.0,99.8657531738281,
Aruba,ABW,2007,100.0,2.33333333333333,26736.3089444046,30.9,73.642,100150.0,106.236473083496,
Aruba,ABW,2008,100.0,2.33333333333333,28171.9094008501,52.0,73.783,100917.0,97.0627517700195,
Aruba,ABW,2017,100.0,2.33333333333333,28440.0416881491,97.17,75.62,108735.0,,
Aruba,ABW,2018,100.0,2.33333333333333,30082.1584226798,,75.88,108908.0,137.829788208008,
Aruba,ABW,2019,100.0,2.33333333333333,30654.4851235397,,76.019,109203.0,139.320587158203,
Aruba,ABW,2020,100.0,2.33333333333333,22664.3709949437,,75.406,108587.0,135.124725341797,
Aruba,ABW,2021,100.0,2.33333333333333,26827.3447869986,,73.655,107700.0,123.625907897949,
Aruba,ABW,2022,99.9,2.33333333333333,31000.5713798732,,76.226,107310.0,131.802169799805,
Aruba,ABW,2023,100.0,2.33333333333333,34897.6183932009,,76.353,107359.0,,
Aruba,ABW,2024,100.0,,38590.5650288641,,76.5,107995.0,124.379366731084,
Australia,AUS,2000,100.0,17.1581557606446,21908.9968019784,46.7561156116738,79.2341463414634,19028802.0,,6.288
Australia,AUS,2001,100.0,17.1286333519909,19733.6510102645,52.6892664310395,79.6341463414634,19274701.0,,6.747
Australia,AUS,2002,100.0,17.0991109433373,20335.0960191023,,79.9365853658537,19495210.0,,6.375
Australia,AUS,2003,100.0,17.0695885346836,23757.5898471684,,80.2390243902439,19720737.0,,5.933
Australia,AUS,2004,100.0,17.04006612603,30886.0500949401,,80.490243902439,19932722.0,,5.399
Australia,AUS,2005,100.0,17.0105437173763,34535.20727091,63.0,80.8414634146341,20176844.0,,5.036
Australia,AUS,2006,100.0,16.9810213087226,36658.8243476122,66.0,81.0414634146342,20450966.0,,4.785
Australia,AUS,2007,100.0,16.951498900069,41128.2476618402,69.45,81.2926829268293,20827622.0,,4.381
Australia,AUS,2008,100.0,16.9219764914153,49811.2067218988,71.67,81.3951219512195,21249199.0,,4.242
Australia,AUS,2017,100.0,17.4229136169693,54117.547718609,86.5450488476768,82.5,24592588.0,153.576126098633,5.592
Australia,AUS,2018,100.0,17.4213145571644,57410.1737346009,90.0082016,82.7487804878049,24963258.0,136.105545043945,5.345
Australia,AUS,2019,100.0,17.4213145571644,55194.7585097428,93.60990143,82.9,25334826.0,144.056564331055,5.143
Australia,AUS,2020,100.0,17.4213145571644,51983.4523666382,94.6934967,83.2,25649248.0,137.490737915039,6.394
Australia,AUS,2021,100.0,17.4213145571644,60758.9044397144,96.97219849,83.3,25685412.0,135.526565551758,5.022
Australia,AUS,2022,100.0,17.4213145571644,65169.5191118657,96.11940002,83.2,26018721.0,133.277267456055,3.728
Australia,AUS,2023,100.0,17.4213145571644,65058.3773146674,96.1160965,83.0512195121951,26659922.0,134.099243164062,3.668
Australia,AUS,2024,100.0,,64609.9865116088,96.13140106,83.0512195121951,27194286.0,131.931564331055,3.942
